<0$,6,existing_credits_paid_back_duly_till_now,radio_television,2647,>500<1000,>1year<=4years,2,A93,no,3,real_estate,44,no,rent,1,skilled,2,no,yes,1
<0$,10,other_credits_existing_other_bank,car_new,2241,<100$,<1year,1,A93,no,3,real_estate,48,no,rent,2,unskilled,2,no,no,1
>0<200$,12,other_credits_existing_other_bank,car_used,1804,>100<500,<1year,3,A93,no,4,life_insurance,44,no,own,1,skilled,1,no,yes,1
no_savings,10,other_credits_existing_other_bank,furniture/equipment,2069,no_savings,>1year<=4years,2,A94,no,1,car_other,26,no,own,2,skilled,1,no,no,1
<0$,6,existing_credits_paid_back_duly_till_now,furniture/equipment,1374,<100$,>1year<=4years,1,A93,no,2,real_estate,36,bank,own,1,unskilled,1,yes,yes,1
no_savings,6,no_credits_taken,radio_television,426,<100$,>=7years,4,A94,no,4,car_other,39,no,own,1,unskilled,1,no,yes,1
>200$,12,all_credits_paid,radio_television,409,>=1000,>1year<=4years,3,A92,no,3,real_estate,42,no,rent,2,skilled,1,no,yes,1
>0<200$,7,existing_credits_paid_back_duly_till_now,radio_television,2415,<100$,>1year<=4years,3,A93,guarantor,2,real_estate,34,no,own,1,skilled,1,no,yes,1
<0$,60,delay_pay_past,business,6836,<100$,>=7years,3,A93,no,4,no_property,63,no,own,2,skilled,1,yes,yes,2
>0<200$,18,existing_credits_paid_back_duly_till_now,business,1913,>=1000,<1year,3,A94,no,3,real_estate,36,bank,own,1,skilled,1,yes,yes,1
<0$,24,existing_credits_paid_back_duly_till_now,furniture/equipment,4020,<100$,>1year<=4years,2,A93,no,2,car_other,27,stores,own,1,skilled,1,no,yes,1
>0<200$,18,existing_credits_paid_back_duly_till_now,car_new,5866,>100<500,>1year<=4years,2,A93,no,2,car_other,30,no,own,2,skilled,1,yes,yes,1
no_savings,12,other_credits_existing_other_bank,business,1264,no_savings,>=7years,4,A93,no,4,no_property,57,no,rent,1,unskilled,1,no,yes,1
>200$,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1474,<100$,<1year,4,A92,no,1,life_insurance,33,bank,own,1,self-employed,1,yes,yes,1
>0<200$,45,other_credits_existing_other_bank,radio_television,4746,<100$,<1year,4,A93,no,2,life_insurance,25,no,own,2,unskilled,1,no,yes,2
no_savings,48,other_credits_existing_other_bank,education,6110,<100$,>1year<=4years,1,A93,no,3,no_property,31,bank,for_free,1,skilled,1,yes,yes,1
>200$,18,existing_credits_paid_back_duly_till_now,radio_television,2100,<100$,>1year<=4years,4,A93,co_applicant,2,real_estate,37,stores,own,1,skilled,1,no,yes,2
>200$,10,existing_credits_paid_back_duly_till_now,domestic_appliances,1225,<100$,>1year<=4years,2,A93,no,2,car_other,37,no,own,1,skilled,1,yes,yes,1
>0<200$,9,existing_credits_paid_back_duly_till_now,radio_television,458,<100$,>1year<=4years,4,A93,no,3,real_estate,24,no,own,1,skilled,1,no,yes,1
no_savings,30,existing_credits_paid_back_duly_till_now,radio_television,2333,>500<1000,>=7years,4,A93,no,2,car_other,30,bank,own,1,self-employed,1,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,radio_television,1158,>500<1000,>1year<=4years,3,A91,no,1,car_other,26,no,own,1,skilled,1,yes,yes,1
>0<200$,18,delay_pay_past,repairs,6204,<100$,>1year<=4years,2,A93,no,4,real_estate,44,no,own,1,unskilled,2,yes,yes,1
<0$,30,other_credits_existing_other_bank,car_used,6187,>100<500,>4years<=7years,1,A94,no,4,car_other,24,no,rent,2,skilled,1,no,yes,1
<0$,48,other_credits_existing_other_bank,car_used,6143,<100$,>=7years,4,A92,no,4,no_property,58,stores,for_free,2,unskilled,1,no,yes,2
no_savings,11,other_credits_existing_other_bank,car_new,1393,<100$,<1year,4,A92,no,4,car_other,35,no,own,2,self-employed,1,no,yes,1
no_savings,36,existing_credits_paid_back_duly_till_now,radio_television,2299,>500<1000,>=7years,4,A93,no,4,car_other,39,no,own,1,skilled,1,no,yes,1
<0$,6,existing_credits_paid_back_duly_till_now,car_used,1352,>500<1000,unemployed,1,A92,no,2,life_insurance,23,no,rent,1,unemployed,1,yes,yes,1
no_savings,11,other_credits_existing_other_bank,car_new,7228,<100$,>1year<=4years,1,A93,no,4,life_insurance,39,no,own,2,unskilled,1,no,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,radio_television,2073,>100<500,>1year<=4years,4,A92,co_applicant,2,real_estate,28,no,own,1,skilled,1,no,yes,1
>0<200$,24,delay_pay_past,furniture/equipment,2333,no_savings,<1year,4,A93,no,2,life_insurance,29,bank,own,1,unskilled,1,no,yes,1
>0<200$,27,delay_pay_past,car_used,5965,<100$,>=7years,1,A93,no,2,car_other,30,no,own,2,self-employed,1,yes,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,radio_television,1262,<100$,>1year<=4years,3,A93,no,2,car_other,25,no,own,1,skilled,1,no,yes,1
no_savings,18,existing_credits_paid_back_duly_till_now,car_used,3378,no_savings,>1year<=4years,2,A93,no,1,life_insurance,31,no,own,1,skilled,1,yes,yes,1
>0<200$,36,delay_pay_past,car_new,2225,<100$,>=7years,4,A93,no,4,no_property,57,bank,for_free,2,skilled,1,yes,yes,2
no_savings,6,all_credits_paid,car_new,783,no_savings,>1year<=4years,1,A93,guarantor,2,real_estate,26,stores,own,1,unskilled,2,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,radio_television,6468,no_savings,unemployed,2,A93,no,1,no_property,52,no,own,1,self-employed,1,yes,yes,2
no_savings,36,other_credits_existing_other_bank,radio_television,9566,<100$,>1year<=4years,2,A92,no,2,car_other,31,stores,own,2,skilled,1,no,yes,1
>200$,18,existing_credits_paid_back_duly_till_now,car_new,1961,<100$,>=7years,3,A92,no,2,car_other,23,no,own,1,self-employed,1,no,yes,1
<0$,36,other_credits_existing_other_bank,furniture/equipment,6229,<100$,<1year,4,A92,co_applicant,4,no_property,23,no,rent,2,unskilled,1,yes,yes,2
>0<200$,9,existing_credits_paid_back_duly_till_now,business,1391,<100$,>1year<=4years,2,A94,no,1,real_estate,27,bank,own,1,skilled,1,yes,yes,1
>0<200$,15,other_credits_existing_other_bank,radio_television,1537,no_savings,>=7years,4,A93,guarantor,4,real_estate,50,no,own,2,skilled,1,yes,yes,1
>0<200$,36,no_credits_taken,business,1953,<100$,>=7years,4,A93,no,4,no_property,61,no,for_free,1,self-employed,1,yes,yes,2
>0<200$,48,no_credits_taken,business,14421,<100$,>1year<=4years,2,A93,no,2,car_other,25,no,own,1,skilled,1,yes,yes,2
no_savings,24,existing_credits_paid_back_duly_till_now,radio_television,3181,<100$,<1year,4,A92,no,4,life_insurance,26,no,own,1,skilled,1,yes,yes,1
no_savings,27,existing_credits_paid_back_duly_till_now,repairs,5190,no_savings,>=7years,4,A93,no,4,life_insurance,48,no,own,4,skilled,2,yes,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,radio_television,2171,<100$,<1year,2,A92,no,2,car_other,29,bank,own,1,skilled,1,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,car_new,1007,>=1000,>1year<=4years,4,A94,no,1,real_estate,22,no,own,1,skilled,1,no,yes,1
no_savings,36,existing_credits_paid_back_duly_till_now,education,1819,<100$,>1year<=4years,4,A93,no,4,no_property,37,stores,for_free,1,skilled,1,yes,yes,2
no_savings,36,existing_credits_paid_back_duly_till_now,radio_television,2394,no_savings,>1year<=4years,4,A92,no,4,car_other,25,no,own,1,skilled,1,no,yes,1
no_savings,36,existing_credits_paid_back_duly_till_now,car_used,8133,<100$,>1year<=4years,1,A92,no,2,life_insurance,30,bank,own,1,skilled,1,no,yes,1
no_savings,7,other_credits_existing_other_bank,radio_television,730,no_savings,>=7years,4,A93,no,2,life_insurance,46,no,rent,2,unskilled,1,yes,yes,1
<0$,8,other_credits_existing_other_bank,car_used0,1164,<100$,>=7years,3,A93,no,4,no_property,51,bank,for_free,2,self-employed,2,yes,yes,1
>0<200$,42,other_credits_existing_other_bank,business,5954,<100$,>4years<=7years,2,A92,no,1,real_estate,41,bank,own,2,unskilled,1,no,yes,1
<0$,36,existing_credits_paid_back_duly_till_now,education,1977,no_savings,>=7years,4,A93,no,4,no_property,40,no,own,1,self-employed,1,yes,yes,2
<0$,12,other_credits_existing_other_bank,car_used,1526,<100$,>=7years,4,A93,no,4,no_property,66,no,for_free,2,self-employed,1,no,yes,1
<0$,42,existing_credits_paid_back_duly_till_now,radio_television,3965,<100$,<1year,4,A93,no,3,car_other,34,no,own,1,skilled,1,no,yes,2
>0<200$,11,delay_pay_past,radio_television,4771,<100$,>4years<=7years,2,A93,no,4,life_insurance,51,no,own,1,skilled,1,no,yes,1
no_savings,54,no_credits_taken,car_used,9436,no_savings,>1year<=4years,2,A93,no,2,life_insurance,39,no,own,1,unskilled,2,no,yes,1
>0<200$,30,existing_credits_paid_back_duly_till_now,furniture/equipment,3832,<100$,<1year,2,A94,no,1,life_insurance,22,no,own,1,skilled,1,no,yes,1
no_savings,24,existing_credits_paid_back_duly_till_now,radio_television,5943,no_savings,<1year,1,A92,no,1,car_other,44,no,own,2,skilled,1,yes,yes,2
no_savings,15,existing_credits_paid_back_duly_till_now,radio_television,1213,>500<1000,>=7years,4,A93,no,3,life_insurance,47,stores,own,1,skilled,1,yes,yes,1
no_savings,18,existing_credits_paid_back_duly_till_now,business,1568,>100<500,>1year<=4years,3,A92,no,4,life_insurance,24,no,rent,1,unskilled,1,no,yes,1
<0$,24,existing_credits_paid_back_duly_till_now,car_used0,1755,<100$,>=7years,4,A92,guarantor,4,real_estate,58,no,own,1,unskilled,1,yes,yes,1
<0$,10,existing_credits_paid_back_duly_till_now,radio_television,2315,<100$,>=7years,3,A93,no,4,real_estate,52,no,own,1,unskilled,1,no,yes,1
no_savings,12,other_credits_existing_other_bank,business,1412,<100$,>1year<=4years,4,A92,guarantor,2,real_estate,29,no,own,2,self-employed,1,yes,yes,1
>0<200$,18,other_credits_existing_other_bank,furniture/equipment,1295,<100$,<1year,4,A92,no,1,life_insurance,27,no,own,2,skilled,1,no,yes,1
>0<200$,36,existing_credits_paid_back_duly_till_now,education,12612,>100<500,>1year<=4years,1,A93,no,4,no_property,47,no,for_free,1,skilled,2,yes,yes,2
<0$,18,existing_credits_paid_back_duly_till_now,car_new,2249,>100<500,>4years<=7years,4,A93,no,3,car_other,30,no,own,1,self-employed,2,yes,yes,1
<0$,12,no_credits_taken,repairs,1108,<100$,>4years<=7years,4,A93,no,3,real_estate,28,no,own,2,skilled,1,no,yes,2
no_savings,12,other_credits_existing_other_bank,radio_television,618,<100$,>=7years,4,A93,no,4,real_estate,56,no,own,1,skilled,1,no,yes,1
<0$,12,other_credits_existing_other_bank,car_used,1409,<100$,>=7years,4,A93,no,3,real_estate,54,no,own,1,skilled,1,no,yes,1
no_savings,12,other_credits_existing_other_bank,radio_television,797,no_savings,>=7years,4,A92,no,3,life_insurance,33,bank,own,1,unskilled,2,no,yes,2
>200$,24,other_credits_existing_other_bank,furniture/equipment,3617,no_savings,>=7years,4,A93,co_applicant,4,no_property,20,no,rent,2,skilled,1,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,car_new,1318,>=1000,>=7years,4,A93,no,4,real_estate,54,no,own,1,skilled,1,yes,yes,1
>0<200$,54,no_credits_taken,business,15945,<100$,<1year,3,A93,no,4,no_property,58,no,rent,1,skilled,1,yes,yes,2
no_savings,12,other_credits_existing_other_bank,education,2012,no_savings,>4years<=7years,4,A92,no,2,car_other,61,no,own,1,skilled,1,no,yes,1
>0<200$,18,existing_credits_paid_back_duly_till_now,business,2622,>100<500,>1year<=4years,4,A93,no,4,car_other,34,no,own,1,skilled,1,no,yes,1
>0<200$,36,other_credits_existing_other_bank,radio_television,2337,<100$,>=7years,4,A93,no,4,real_estate,36,no,own,1,skilled,1,no,yes,1
>0<200$,20,delay_pay_past,car_used,7057,no_savings,>4years<=7years,3,A93,no,4,life_insurance,36,bank,rent,2,self-employed,2,yes,yes,1
no_savings,24,existing_credits_paid_back_duly_till_now,car_new,1469,>100<500,>=7years,4,A94,no,4,real_estate,41,no,rent,1,unskilled,1,no,yes,1
>0<200$,36,existing_credits_paid_back_duly_till_now,radio_television,2323,<100$,>4years<=7years,4,A93,no,4,car_other,24,no,rent,1,skilled,1,no,yes,1
no_savings,6,delay_pay_past,radio_television,932,<100$,>1year<=4years,3,A92,no,2,real_estate,24,no,own,1,skilled,1,no,yes,1
>0<200$,9,other_credits_existing_other_bank,furniture/equipment,1919,<100$,>4years<=7years,4,A93,no,3,car_other,35,no,rent,1,skilled,1,yes,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,car_used,2445,no_savings,<1year,2,A94,no,4,car_other,26,no,rent,1,skilled,1,yes,yes,1
>0<200$,24,other_credits_existing_other_bank,car_used0,11938,<100$,>1year<=4years,2,A93,co_applicant,3,car_other,39,no,own,2,self-employed,2,yes,yes,2
no_savings,18,all_credits_paid,car_new,6458,<100$,>=7years,2,A93,no,4,no_property,39,bank,own,2,self-employed,2,yes,yes,2
>0<200$,12,existing_credits_paid_back_duly_till_now,car_new,6078,<100$,>4years<=7years,2,A93,no,2,car_other,32,no,own,1,skilled,1,no,yes,1
<0$,24,existing_credits_paid_back_duly_till_now,furniture/equipment,7721,no_savings,<1year,1,A92,no,2,life_insurance,30,no,own,1,skilled,1,yes,no,1
>0<200$,14,existing_credits_paid_back_duly_till_now,business,1410,>500<1000,>=7years,1,A94,no,2,real_estate,35,no,own,1,skilled,1,yes,yes,1
>0<200$,6,delay_pay_past,business,1449,>100<500,>=7years,1,A91,no,2,car_other,31,bank,own,2,skilled,2,no,yes,1
>200$,15,existing_credits_paid_back_duly_till_now,education,392,<100$,<1year,4,A92,no,4,life_insurance,23,no,rent,1,skilled,1,yes,yes,1
>0<200$,18,existing_credits_paid_back_duly_till_now,car_new,6260,<100$,>4years<=7years,3,A93,no,3,real_estate,28,no,rent,1,unskilled,1,no,yes,1
no_savings,36,other_credits_existing_other_bank,car_new,7855,<100$,>1year<=4years,4,A92,no,2,real_estate,25,stores,own,2,skilled,1,yes,yes,2
<0$,12,existing_credits_paid_back_duly_till_now,radio_television,1680,>500<1000,>=7years,3,A94,no,1,real_estate,35,no,own,1,skilled,1,no,yes,1
no_savings,48,other_credits_existing_other_bank,radio_television,3578,no_savings,>=7years,4,A93,no,1,real_estate,47,no,own,1,skilled,1,yes,yes,1
<0$,42,existing_credits_paid_back_duly_till_now,radio_television,7174,no_savings,>4years<=7years,4,A92,no,3,car_other,30,no,own,1,self-employed,1,yes,yes,2
<0$,10,other_credits_existing_other_bank,furniture/equipment,2132,no_savings,<1year,2,A92,co_applicant,3,real_estate,27,no,rent,2,skilled,1,no,no,1
<0$,33,other_credits_existing_other_bank,furniture/equipment,4281,>500<1000,>1year<=4years,1,A92,no,4,car_other,23,no,own,2,skilled,1,no,yes,2
>0<200$,12,other_credits_existing_other_bank,car_new,2366,>500<1000,>4years<=7years,3,A91,no,3,car_other,36,no,own,1,self-employed,1,yes,yes,1
<0$,21,existing_credits_paid_back_duly_till_now,radio_television,1835,<100$,>1year<=4years,3,A92,no,2,real_estate,25,no,own,2,skilled,1,yes,yes,2
no_savings,24,other_credits_existing_other_bank,car_used,3868,<100$,>=7years,4,A92,no,2,car_other,41,no,rent,2,self-employed,1,yes,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1768,<100$,>1year<=4years,3,A93,no,2,real_estate,24,no,rent,1,unskilled,1,no,yes,1
>200$,10,other_credits_existing_other_bank,car_new,781,<100$,>=7years,4,A93,no,4,no_property,63,no,for_free,2,skilled,1,yes,yes,1
>0<200$,18,existing_credits_paid_back_duly_till_now,furniture/equipment,1924,no_savings,<1year,4,A92,no,3,real_estate,27,no,rent,1,skilled,1,no,yes,2
<0$,12,other_credits_existing_other_bank,car_new,2121,<100$,>1year<=4years,4,A93,no,2,life_insurance,30,no,own,2,skilled,1,no,yes,1
<0$,12,existing_credits_paid_back_duly_till_now,radio_television,701,<100$,>1year<=4years,4,A94,no,2,real_estate,40,no,own,1,unskilled,1,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,repairs,639,<100$,>1year<=4years,4,A93,no,2,car_other,30,no,own,1,skilled,1,no,yes,2
>0<200$,12,other_credits_existing_other_bank,car_used,1860,<100$,unemployed,4,A93,no,2,car_other,34,no,own,2,self-employed,1,yes,yes,1
<0$,12,other_credits_existing_other_bank,car_new,3499,<100$,>1year<=4years,3,A92,co_applicant,2,real_estate,29,no,own,2,skilled,1,no,yes,2
>0<200$,48,existing_credits_paid_back_duly_till_now,car_new,8487,no_savings,>4years<=7years,1,A92,no,2,car_other,24,no,own,1,skilled,1,no,yes,1
<0$,36,delay_pay_past,education,6887,<100$,>1year<=4years,4,A93,no,3,life_insurance,29,stores,own,1,skilled,1,yes,yes,2
no_savings,15,existing_credits_paid_back_duly_till_now,furniture/equipment,2708,<100$,<1year,2,A93,no,3,life_insurance,27,bank,own,2,unskilled,1,no,yes,1
no_savings,18,existing_credits_paid_back_duly_till_now,furniture/equipment,1984,<100$,>1year<=4years,4,A93,no,4,no_property,47,bank,for_free,2,skilled,1,no,yes,1
no_savings,60,existing_credits_paid_back_duly_till_now,radio_television,10144,>100<500,>4years<=7years,2,A92,no,4,real_estate,21,no,own,1,skilled,1,yes,yes,1
no_savings,12,other_credits_existing_other_bank,radio_television,1240,no_savings,>=7years,4,A92,no,2,real_estate,38,no,own,2,skilled,1,yes,yes,1
no_savings,27,delay_pay_past,car_used,8613,>=1000,>1year<=4years,2,A93,no,2,car_other,27,no,own,2,skilled,1,no,yes,1
>0<200$,12,existing_credits_paid_back_duly_till_now,radio_television,766,>500<1000,>1year<=4years,4,A93,no,3,real_estate,66,no,own,1,unskilled,1,no,yes,2
>0<200$,15,other_credits_existing_other_bank,radio_television,2728,no_savings,>4years<=7years,4,A93,guarantor,2,real_estate,35,bank,own,3,skilled,1,yes,yes,1
>200$,12,existing_credits_paid_back_duly_till_now,radio_television,1881,<100$,>1year<=4years,2,A92,no,2,car_other,44,no,rent,1,unskilled,1,yes,yes,1
>200$,6,existing_credits_paid_back_duly_till_now,car_new,709,>=1000,<1year,2,A94,no,2,real_estate,27,no,own,1,unemployed,1,no,no,1
>0<200$,36,existing_credits_paid_back_duly_till_now,radio_television,4795,<100$,<1year,4,A92,no,1,no_property,30,no,own,1,self-employed,1,yes,yes,1
<0$,27,existing_credits_paid_back_duly_till_now,radio_television,3416,<100$,>1year<=4years,3,A93,no,2,car_other,27,no,own,1,self-employed,1,no,yes,1
<0$,18,existing_credits_paid_back_duly_till_now,furniture/equipment,2462,<100$,>1year<=4years,2,A93,no,2,car_other,22,no,own,1,skilled,1,no,yes,2
no_savings,21,other_credits_existing_other_bank,furniture/equipment,2288,<100$,<1year,4,A92,no,4,life_insurance,23,no,own,1,skilled,1,yes,yes,1
>0<200$,48,all_credits_paid,business,3566,>100<500,>4years<=7years,4,A93,no,2,car_other,30,no,own,1,skilled,1,no,yes,1
<0$,6,other_credits_existing_other_bank,car_new,860,<100$,>=7years,1,A92,no,4,no_property,39,no,own,2,skilled,1,yes,yes,1
no_savings,12,other_credits_existing_other_bank,car_new,682,>100<500,>4years<=7years,4,A92,no,3,car_other,51,no,own,2,skilled,1,yes,yes,1
<0$,36,other_credits_existing_other_bank,furniture/equipment,5371,<100$,>1year<=4years,3,A93,guarantor,2,life_insurance,28,no,own,2,skilled,1,no,yes,1
no_savings,18,other_credits_existing_other_bank,radio_television,1582,>=1000,>=7years,4,A93,no,4,car_other,46,no,own,2,skilled,1,no,yes,1
no_savings,6,existing_credits_paid_back_duly_till_now,radio_television,1346,>100<500,>=7years,2,A93,no,4,no_property,42,bank,for_free,1,skilled,2,yes,yes,1
no_savings,10,existing_credits_paid_back_duly_till_now,radio_television,1924,<100$,>1year<=4years,1,A93,no,4,life_insurance,38,no,own,1,skilled,1,yes,no,1
>200$,36,existing_credits_paid_back_duly_till_now,radio_television,5848,<100$,>1year<=4years,4,A93,no,1,car_other,24,no,own,1,skilled,1,no,yes,1
>0<200$,24,other_credits_existing_other_bank,car_used,7758,>=1000,>=7years,2,A92,no,4,no_property,29,no,rent,1,skilled,1,no,yes,1
>0<200$,24,delay_pay_past,business,6967,>100<500,>4years<=7years,4,A93,no,4,car_other,36,no,rent,1,self-employed,1,yes,yes,1
<0$,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1282,<100$,>1year<=4years,2,A92,no,4,car_other,20,no,rent,1,skilled,1,no,yes,2
<0$,9,other_credits_existing_other_bank,repairs,1288,>100<500,>=7years,3,A93,guarantor,4,real_estate,48,no,own,2,skilled,2,no,no,1
<0$,12,all_credits_paid,retraining,339,<100$,>=7years,4,A94,no,1,car_other,45,bank,own,1,unskilled,1,no,yes,1
>0<200$,24,existing_credits_paid_back_duly_till_now,car_new,3512,>100<500,>4years<=7years,2,A93,no,3,car_other,38,bank,own,2,skilled,1,yes,yes,1
no_savings,6,other_credits_existing_other_bank,radio_television,1898,no_savings,>1year<=4years,1,A93,no,2,real_estate,34,no,own,2,unskilled,2,no,yes,1
no_savings,24,other_credits_existing_other_bank,radio_television,2872,>100<500,>=7years,3,A93,no,4,real_estate,36,no,own,1,skilled,2,yes,yes,1
no_savings,18,other_credits_existing_other_bank,car_new,1055,<100$,<1year,4,A92,no,1,life_insurance,30,no,own,2,skilled,1,no,yes,1
no_savings,15,existing_credits_paid_back_duly_till_now,domestic_appliances,1262,>500<1000,>4years<=7years,4,A93,no,3,life_insurance,36,no,own,2,skilled,1,yes,yes,1
>0<200$,10,existing_credits_paid_back_duly_till_now,car_new,7308,<100$,unemployed,2,A93,no,4,no_property,70,bank,for_free,1,self-employed,1,yes,yes,1
no_savings,36,existing_credits_paid_back_duly_till_now,car_new,909,>500<1000,>=7years,4,A93,no,4,life_insurance,36,no,own,1,skilled,1,no,yes,1
no_savings,6,existing_credits_paid_back_duly_till_now,furniture/equipment,2978,>500<1000,>1year<=4years,1,A93,no,2,car_other,32,no,own,1,skilled,1,yes,yes,1
<0$,18,existing_credits_paid_back_duly_till_now,furniture/equipment,1131,<100$,unemployed,4,A92,no,2,car_other,33,no,own,1,skilled,1,no,yes,2
>0<200$,11,existing_credits_paid_back_duly_till_now,furniture/equipment,1577,>=1000,<1year,4,A92,no,1,real_estate,20,no,own,1,skilled,1,no,yes,1
no_savings,24,existing_credits_paid_back_duly_till_now,furniture/equipment,3972,<100$,>4years<=7years,2,A92,no,4,life_insurance,25,no,rent,1,skilled,1,yes,yes,1
>0<200$,24,other_credits_existing_other_bank,business,1935,<100$,>=7years,4,A91,no,4,real_estate,31,no,own,2,skilled,1,yes,yes,2
<0$,15,no_credits_taken,car_new,950,<100$,>=7years,4,A93,no,3,car_other,33,no,rent,2,skilled,2,no,yes,2
no_savings,12,existing_credits_paid_back_duly_till_now,furniture/equipment,763,<100$,>1year<=4years,4,A92,no,1,real_estate,26,no,own,1,skilled,1,yes,yes,1
>0<200$,24,delay_pay_past,furniture/equipment,2064,<100$,unemployed,3,A92,no,2,life_insurance,34,no,own,1,self-employed,1,yes,yes,2
>0<200$,8,existing_credits_paid_back_duly_till_now,radio_television,1414,<100$,>1year<=4years,4,A93,guarantor,2,real_estate,33,no,own,1,skilled,1,no,no,1
<0$,21,delay_pay_past,education,3414,<100$,<1year,2,A93,no,1,life_insurance,26,no,own,2,skilled,1,no,yes,2
no_savings,30,all_credits_paid,car_used,7485,no_savings,unemployed,4,A92,no,1,real_estate,53,bank,own,1,self-employed,1,yes,yes,2
<0$,12,existing_credits_paid_back_duly_till_now,furniture/equipment,2577,<100$,>1year<=4years,2,A91,no,1,car_other,42,no,own,1,skilled,1,no,yes,1
<0$,6,other_credits_existing_other_bank,radio_television,338,>500<1000,>=7years,4,A93,no,4,car_other,52,no,own,2,skilled,1,no,yes,1
no_savings,12,existing_credits_paid_back_duly_till_now,radio_television,1963,<100$,>4years<=7years,4,A93,no,2,car_other,31,no,rent,2,self-employed,2,yes,yes,1
<0$,21,other_credits_existing_other_bank,car_new,571,<100$,>=7years,4,A93,no,4,real_estate,65,no,own,2,skilled,1,no,yes,1
no_savings,36,delay_pay_past,business,9572,<100$,<1year,1,A91,no,1,car_other,28,no,own,2,skilled,1,no,yes,2
>0<200$,36,delay_pay_past,business,4455,<100$,>1year<=4years,2,A91,no,2,real_estate,30,stores,own,2,self-employed,1,yes,yes,2
<0$,21,all_credits_paid,car_new,1647,no_savings,>1year<=4years,4,A93,no,2,life_insurance,40,no,own,2,unskilled,2,no,yes,2
